FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
4469,3169000,Tocantins,16659,200958490.394531,81420.8605629824,31
4470,3169059,Tocos do Moji,4101,134754097.525391,73048.6862252554,31
4471,3169109,Toledo,6258,161483803.739258,67367.9990398673,31
4472,2211001,Teresina,864845,1411457806.15063,271917.767266217,22
4473,2206720,Nazária,8570,370271931.212646,94984.0624203966,22
4474,3303906,Petrópolis,306191,929949526.40918,197054.342097438,33
4475,2916609,Itapitanga,10313,451338502.87793,103680.935631525,29
4476,2916708,Itaquara,8319,365957713.560059,93642.021437511,29
4477,2701001,Boca da Mata,27281,199866677.236084,67386.3808973739,27
4478,2916856,Itatim,14487,578878628.995117,127022.261589846,29
4479,2916906,Itiruçu,12576,342828475.361328,113438.681591633,29
4480,2917003,Itiúba,36089,1720612560.9707,238979.868433459,29
4481,2917102,Itororó,20382,338488563.026367,106318.806993795,29
4482,2917201,Ituaçu,18962,1279737268.90674,221956.486544093,29
4483,3302502,Magé,245071,460747784.913086,111047.126685591,33
4484,2917334,Iuiu,10994,1636258012.37305,210667.411353785,29
4485,1400233,Caroebe,10169,12150593150.833,534946.439705384,14
4486,2917409,Jacaraci,14842,1433590602.47363,230719.215291994,29
4487,2917508,Jacobina,80518,2292071359.74365,311607.618959543,29
4488,2917607,Jaguaquara,54423,984114394.199707,224953.266785818,29
4489,2704708,Marechal Deodoro,51901,353205820.868164,98566.5946622611,27
4490,2700607,Barra de São Miguel,8322,76953796.5930176,53622.2970127325,27
4491,2707800,Roteiro,6664,133670426.216309,54406.7870078112,27
4492,2918001,Jequié,155966,3169052750.95508,433659.491584776,29
4493,2703759,Jequiá da Praia,11580,346662867.794922,133919.589035636,27
4494,2918209,Jiquiriçá,14537,253504105.976563,113863.300878036,29
4495,2918308,Jitaúna,11166,279896044.571289,91532.0440242339,29
4496,2918357,João Dourado,25188,955110513.4375,151073.191869331,29
4497,2701407,Campo Alegre,57063,324130020.591064,96692.1862180093,27
4498,2918456,Jucuruçu,9126,1600220552.5459,317963.934178356,29
4499,2918506,Jussara,15284,1414473133.51855,172579.236061997,29
4500,2918555,Jussari,5833,355335177.341797,128261.713198721,29
4501,2918605,Jussiape,6186,627560446.181641,165436.644271005,29
4502,2918704,Lafaiete Coutinho,3724,530609984.857422,140228.698893335,29
4503,2918753,Lagoa Real,15665,975094294.147461,163254.863395085,29
4504,2918803,Laje,23840,477319617.918457,211814.83876832,29
4505,2918902,Lajedão,3955,690661737.147461,160714.005112731,29
4506,2919009,Lajedinho,3783,892961852.912598,157489.107482124,29
4507,2919058,Lajedo do Tabocal,8562,407305638.905762,135208.271370738,29
4508,2919157,Lapão,27223,673653344.560059,131435.058356707,29
4509,3301850,Guapimirim,60517,422449391.095703,121838.915807835,33
4510,2919306,Lençóis,11409,1353862163.47803,214875.857169736,29
4511,2919405,Licínio de Almeida,12388,920017402.264648,171798.310114704,29
4512,2919504,Livramento de Nossa Senhora,45732,2082872054.30225,283438.583044525,29
4513,2919603,Macajuba,11348,738065648.615234,167466.901600583,29
4514,2919900,Macururé,7824,2630750680.78735,285247.960670899,29
4515,2919959,Maetinga,3161,660774110.302246,128744.017068461,29
4516,1718709,Rio dos Bois,2834,875218643.953125,179331.061408009,17
4517,1716703,Colméia,8205,1014240188.8501,250494.836839117,17
4518,1709302,Guaraí,25923,2339604537.9873,321806.643558986,17
4519,2108603,Pinheiro,83387,1526044660.20203,248905.995190085,21
4520,1708254,Tabocão,2589,644484673.888672,180823.760468586,17
4521,5107909,Sinop,142996,4136848382.10547,405220.967523452,51
4522,2108405,Peri Mirim,14318,402205055.395264,127839.220351602,21
4523,2104909,Guimarães,12030,483470567.261597,125997.88268095,21
4524,2103125,Central do Maranhão,8673,321694376.489746,92060.7869608771,21
4525,2100204,Alcântara,22097,1178127307.922,200414.894413602,21
4526,2101905,Bequimão,21280,796966588.25415,142100.397489436,21
4527,2111201,São José de Ribamar,177687,181809456.113159,127103.389831164,21
4528,2109601,Rosário,42740,654083391.571167,168608.520668322,21
4529,2101251,Bacabeira,17055,548040038.015381,123865.690152602,21
4530,3305604,Silva Jardim,21774,1104956341.90625,186010.590651329,33
4531,3304300,Rio Bonito,60201,542685357.483398,137335.989084302,33
4532,3301306,Casimiro de Abreu,44184,544786398.855469,184844.148575943,33
4533,3300704,Cabo Frio,226525,470563169.411133,198753.728829586,33
4534,3305109,São João de Meriti,472406,41624755.7988281,27126.5480048678,33
4535,3300456,Belford Roxo,510906,93284471.5322266,42782.2427735427,33
4536,3300258,Arraial do Cabo,30349,180154846.737305,123482.127593824,33
4537,3205036,Vargem Alta,21402,479495427.65918,197377.881473514,32
4538,3201209,Cachoeiro de Itapemirim,208972,993887762.787109,221353.999770142,32
4539,3144805,Nova Lima,94889,489153389.576172,116728.200860345,31
4540,3134608,Jaboticatubas,20143,1260453183.55566,258956.068911663,31
4541,3134707,Jacinto,12326,1519579489.11572,245507.520567152,31
4542,3134509,Itutinga,3788,430992978.932617,127158.016438914,31
4543,3134806,Jacuí,7686,472034271.835938,135498.265160828,31
4544,3134905,Jacutinga,25979,408025702.580078,112303.768965232,31
4545,3135001,Jaguaraçu,3133,185573459.647461,87727.6516723207,31
4546,3135050,Jaíba,38909,2847340829.16211,377611.800297679,31
4547,3135076,Jampruca,5404,577842225.415039,170837.60067655,31
4548,3135100,Janaúba,71648,2369529613.02197,328663.049371997,31
4549,3135308,Japaraíba,4350,196279715.634766,75936.6344672615,31
4550,3135357,Japonvar,7969,408127146.224609,138570.922026561,31
4551,3135407,Jeceaba,4912,270828144.943359,114524.072458438,31
4552,3135456,Jenipapo de Minas,7692,313337626.073242,112719.947293897,31
4553,3135506,Jequeri,12386,627456640.460938,148210.655679521,31
4554,3135605,Jequitaí,7531,1397871018.55273,231497.558318359,31
4555,3135704,Jequitibá,5211,501704066.390625,172130.085037557,31
4556,3135902,Jesuânia,4787,179859033.283203,76442.4615354322,31
4557,3136009,Joaíma,15432,1825532916.0083,273719.592497571,31
4558,3136108,Joanésia,4573,262995506.774414,108965.764845958,31
4559,3136207,João Monlevade,79910,112644983.256836,55446.6557905563,31
4560,3136306,João Pinheiro,47452,11872553459.7051,767336.797538952,31
4561,3136405,Joaquim Felício,4695,876052419.182617,191877.245556154,31
4562,3136553,José Raydan,4995,201563544.541016,104508.046759852,31
4563,3136579,Josenópolis,4867,592478267.553223,123704.032431663,31
4564,3136603,Nova União,5725,195054920.660156,94645.5144872678,31
4565,3136652,Juatuba,26946,110552129.384766,67266.3300867459,31
4566,3136702,Juiz de Fora,568873,1672314603.65918,322387.497294741,31
4567,3136801,Juramento,4331,473817200.452148,133785.481189108,31
4568,3136900,Juruaia,10563,254837061.521484,91065.9532743952,31
4569,3136959,Juvenília,5724,1141437927.10938,277612.69295771,31
4570,3137007,Ladainha,18111,958992242.782227,186675.761267092,31
4571,3137106,Lagamar,7613,1641042289.05859,330787.469423769,31
4572,3137205,Lagoa da Prata,52165,500913495.303711,150964.363102484,31
4573,3137304,Lagoa dos Patos,4102,660405177.18457,178689.862575727,31
4574,3137403,Lagoa Dourada,13009,548893136.594727,147033.635404266,31
4575,3137502,Lagoa Formosa,18052,943050631.490234,200702.306370369,31
4576,3137536,Lagoa Grande,9532,1370713712.81055,290056.883079886,31
4577,3137601,Lagoa Santa,64527,259938703.915039,109098.466601943,31
4578,3137700,Lajinha,19923,492554604.013672,125413.204073372,31
4579,3137809,Lambari,20814,249103216.980469,84452.5684265554,31
4580,3137908,Lamim,3391,136363514.231445,76096.0168478194,31
4581,3169208,Tombos,8022,328263925.873047,103632.941418431,31
4582,3169307,Três Corações,79482,963688147.735352,204715.129284975,31
4583,3169356,Três Marias,32356,2987214871.69531,337178.098207123,31
4584,3169406,Três Pontas,56746,799600482.707031,162659.271008727,31
4585,3169505,Tumiritinga,6732,562434011.889648,180766.588941316,31
4586,3169604,Tupaciguara,25327,2039908340.24609,277646.884973413,31
4587,3169703,Turmalina,19964,1271239438.29492,280903.451378536,31
4588,3169802,Turvolândia,5040,257909451.672852,93130.0874585934,31
4589,3169901,Ubá,115552,470491122.661133,172896.723205691,31
4590,3170008,Ubaí,12533,896325610.079102,188201.441033788,31
4591,3170107,Uberaba,333783,5123090134.3623,515821.846413067,31
4592,3170206,Uberlândia,691305,4629132924.94141,522106.620118447,31
4593,3170305,Umburatiba,2611,447541659.418457,120416.145846615,31
4594,3303856,Paty do Alferes,27769,369329434.77832,89638.7077174991,33
4595,3170438,União de Minas,4304,1296612085.15234,191076.290532141,31
4596,3170479,Uruana de Minas,3264,651709028.205078,179804.982112567,31
4597,3170503,Urucânia,10358,158642362.226563,70600.4108886499,31
4598,3170529,Urucuia,16865,2261216221.44238,307434.227795064,31
4599,3170578,Vargem Alegre,6480,132149142.116211,58576.0092884752,31
4600,3170602,Vargem Bonita,2153,469147698.211914,141836.538060449,31
4601,3170651,Vargem Grande do Rio Pardo,5007,531567054.899414,109590.217196427,31
4602,3170701,Varginha,135558,459359101.575195,135927.315850569,31
4603,3170750,Varjão de Minas,7036,728063296.668945,174168.602548418,31
4604,3170800,Várzea da Palma,39493,2454391304.11133,381327.64489696,31
4605,3170909,Varzelândia,19320,883947090.275391,170454.878864836,31
4606,3171006,Vazante,20590,2123851037.85156,433693.518671718,31
4607,3171030,Verdelândia,9355,1701799243.73877,235116.913495365,31
4608,3171071,Veredinha,5720,698231888.760742,177939.261488039,31
4609,3171105,Veríssimo,3999,1168765836.48633,190418.480894814,31
4610,3171154,Vermelho Novo,4839,131238353.432617,61171.420206916,31
4611,3171303,Viçosa,78846,344081817.016602,117980.266644223,31
4612,3171402,Vieiras,3608,129794567.771484,71396.7029752964,31
4613,3171501,Mathias Lobato,3203,192862443.956055,81401.9386315755,31
4614,3171600,Virgem da Lapa,13752,952609520.880859,213090.211363954,31
4615,3171709,Virgínia,8674,383495695.408203,105936.418630336,31
4616,3171808,Virginópolis,10510,493431073.741211,166518.088492611,31
4617,3171907,Virgolândia,5380,313991380.305664,117095.433875854,31
4618,3172004,Visconde do Rio Branco,42564,280650739.521484,88778.9547633084,31
4619,3172103,Volta Grande,5252,239460732.022461,79891.2329357367,31
4620,3172202,Wenceslau Braz,2552,120738224.236328,66032.1681418972,31
4621,3164506,São Sebastião do Maranhão,10044,576007032.128906,141797.075260611,31
4622,2919926,Madre de Deus,21093,34051671.5048828,29314.8300629454,29
4623,2805406,Poço Redondo,34775,1263288233.68848,161335.014500704,28
4624,2920106,Mairi,18676,951628279.175781,163547.382824929,29
4625,2920304,Malhada de Pedras,8393,590060914.029785,105121.987317924,29
4626,2920403,Manoel Vitorino,13240,2353601753.19824,280819.265425683,29
4627,2920502,Maracás,20834,2567622574.76855,281171.906369285,29
4628,3171204,Vespasiano,127601,80595373.3945313,65110.7358023901,31
4629,2920809,Marcionílio Souza,10406,1166201050.77002,179334.393821424,29
4630,3301702,Duque de Caxias,919596,551155452.347656,142917.95016994,33
4631,2921054,Matina,12201,825173276.798828,132055.649044194,29
4632,2921104,Medeiros Neto,22688,1447935000.06055,224487.232375809,29
4633,2921203,Miguel Calmon,26023,1675297677.86768,220367.689773911,29
4634,2921302,Milagres,10950,445092336.375,119710.45858979,29
4635,2921401,Mirangaba,18338,1826638791.74121,249325.1649908,29
4636,2921450,Mirante,8641,1255011628.2251,229729.798066848,29
4637,2921500,Monte Santo,49418,3155841200.63721,288686.111348747,29
4638,2921609,Morpará,8519,2197977831.6709,245570.106822559,29
4639,2921708,Morro do Chapéu,35413,6018560141.7832,532613.106024065,29
4640,2921807,Mortugaba,12042,569301976.523438,134634.165341315,29
4641,2921906,Mucugê,9062,2610475728.37109,283024.683009654,29
4642,2922052,Mulungu do Morro,10889,679885075.088867,133200.137324225,29
4643,2922102,Mundo Novo,26776,1568462430.25732,269929.811198677,29
4644,2922300,Muritiba,29399,91192035.8891602,61916.4157231929,29
4645,2922409,Mutuípe,22221,293053264.013184,124537.17142893,29
4646,2922508,Nazaré,28525,295149824.519531,102402.301687158,29
4647,2922706,Nova Canaã,16462,866286825.328125,153653.93531369,29
4648,2922730,Nova Fátima,7812,363687371.669434,84847.5380579667,29
4649,2408805,Parazinho,5237,234527500.157715,76366.2497429708,24
4650,2405801,João Câmara,34955,726307153.505371,127776.497840798,24
4651,2515930,Sertãozinho,5024,33123891.1960449,31201.3738930419,25
4652,2508208,Lagoa de Dentro,7719,85208348.2580566,47730.1827370954,25
4653,2507101,Itapororoca,18664,148855342.673828,70081.4454592381,25
4654,2505808,Duas Estradas,3596,27566411.8154297,29792.3985730907,25
4655,5208152,Gameleira de Goiás,3818,643208320.53418,155962.741308958,52
4656,5212303,Leopoldo de Bulhões,7647,517400831.570313,151123.205592505,52
4657,2505279,Curral de Cima,5227,88207214.2949219,61788.7130522103,25
4658,2500809,Araçagi,16987,237080804.638672,96147.6868623871,25
4659,2509370,Mato Grosso,2908,86965331.7021484,53074.6211155843,25
4660,2507408,Jericó,7739,180844121.944824,63194.0587322517,25
4661,5220603,Silvânia,20695,2572366775.22559,409514.742668172,52
4662,5201108,Anápolis,386923,1019687968.90039,236032.617641919,52
4663,5206602,Cumari,2854,637745307.111328,212444.465430087,52
4664,5205901,Corumbaíba,9723,2096306101.93164,317396.382618878,52
4665,5205109,Catalão,108823,4240814210.71094,667518.599002527,52
4666,5201207,Anhanguera,1149,62290614.4189453,39322.5954575812,52
4667,5208509,Goiandira,5600,633142840.208984,175591.057391576,52
4668,5214804,Nova Aurora,2210,337763300.181641,132650.83515759,52
4669,5213004,Maurilândia,14080,431900859.424805,119126.061635811,52
4670,5221551,Turvelândia,5281,1036819323.79199,244224.714220844,52
4671,3138104,Lassance,6512,3557090834.5498,384146.683786792,31
4672,3138203,Lavras,103773,653508321.301758,193404.101158029,31
4673,3138005,Laranjal,6810,237377942.494141,87489.3078005947,31
4674,3138302,Leandro Ferreira,3229,399100761.99707,136161.903511939,31
4675,3138500,Liberdade,5069,469217464.683594,125368.081784364,31
4676,3138609,Lima Duarte,16698,989112541.634766,233773.176559042,31
4677,3138625,Limeira do Oeste,7536,1490536374.79004,189931.045621083,31
4678,3138674,Luisburgo,6266,166453047.580078,61336.5547140022,31
4679,3138682,Luislândia,6699,448989993.322266,118372.999933134,31
4680,3138708,Luminárias,5446,580896352.486328,165905.000575658,31
4681,3138807,Luz,18215,1330855193.06738,303945.410593166,31
4682,3138906,Machacalis,7111,365801056.372559,102436.544618322,31
4683,3139003,Machado,42133,681757976.90625,194005.810767134,31
4684,3139102,Madre de Deus de Minas,5098,572082079.75,163501.468042314,31
4685,3139201,Malacacheta,18650,807707786.621094,167036.068589757,31
4686,3139250,Mamonas,6543,306597451.374512,94372.4679192982,31
4687,3139300,Manga,18407,2095675936.47803,300926.301519955,31
4688,3139409,Manhuaçu,90229,716995690.353516,166015.577844478,31
4689,3139508,Manhumirim,22707,209117161.231445,83514.3129339858,31
4690,3139607,Mantena,27644,767668109.463867,179420.324842189,31
4691,3139706,Maravilhas,7976,295956104.213867,122197.253727376,31
4692,3139805,Mar de Espanha,12814,433617247.634766,141250.60540469,31
4693,3139904,Maria da Fé,14095,238239993.868164,115216.330011473,31
4694,3140001,Mariana,60724,1365076336.53516,257703.43342339,31
4695,3140100,Marilac,4115,177526707.076172,92939.4676929379,31
4696,3140159,Mário Campos,15416,40103533.2832031,31451.4563540407,31
4697,3140209,Maripá de Minas,2973,90017532.5185547,55158.7910529486,31
4698,3140308,Marliéria,4039,619038734.05957,153372.725646322,31
4699,3140407,Marmelópolis,2755,126951104.698242,59930.8711906099,31
4700,3140506,Martinho Campos,13388,1196106450.52246,204934.82001008,31
4701,3140530,Martins Soares,8417,129358006.743164,54554.2060312111,31
4702,3140605,Materlândia,4459,313476401.095703,132460.120996235,31
4703,3140704,Mateus Leme,31086,343188355.500977,99479.1487905435,31
4704,3140803,Matias Barbosa,14468,183262790.270508,78256.3363920447,31
4705,3140852,Matias Cardoso,11157,2090197656.10596,271218.160433618,31
4706,3140902,Matipó,18908,305110311.416016,101440.510322656,31
4707,3141009,Mato Verde,12459,511139605.075684,142240.486121715,31
4708,3141207,Matutina,3749,294126590.459961,118617.19603822,31
4709,3141306,Medeiros,3802,1077204705.33789,234448.735419641,31
4710,3141405,Medina,20820,1567078568.21924,276913.649693665,31
4711,3141504,Mendes Pimentel,6446,342051141.126953,109791.751669045,31
4712,3141603,Mercês,10739,402599164.175781,116093.169276003,31
4713,3305802,Teresópolis,182594,907937485.272461,167885.780471123,33
4714,2704609,Maravilha,9163,343354250.818604,103668.691659855,27
4715,3304904,São Gonçalo,1084839,293496770.563477,96133.2370275622,33
4716,2915809,Itambé,23049,1656784688.23486,270952.803675196,29
4717,2607505,Itaíba,26349,1095212448.71069,180978.121008248,26
4718,2924678,Piraí do Norte,10023,206331884.218262,77169.6120698751,29
4719,3303302,Niterói,513584,158399655.833008,118466.632420645,33
4720,1300201,Atalaia do Norte,19921,77722772958.6855,1978456.26847018,13
4721,2912707,Ibirapitanga,23375,505331919.321289,158761.037169284,29
4722,2911204,Gandu,32403,244917453.400391,82264.1567193745,29
4723,2922755,Nova Ibiá,6591,216790578.399902,93364.5252622848,29
4724,2933505,Wenceslau Guimarães,21101,697911194.617676,154596.848965179,29
4725,3149309,Pedro Leopoldo,64258,331847202.182617,144256.484144087,31
4726,3141108,Matozinhos,37820,285682863.213867,133163.108965051,31
4727,3202108,Ecoporanga,22923,2548057752.12402,385230.960167012,32
4728,3124104,Esmeraldas,70552,1032150778.98926,206671.240255076,31
4729,1303007,Nhamundá,21173,14215912126.7042,1471014.77474543,13
4730,2922805,Nova Itarana,8226,503942785.450195,131901.745660963,29
4731,2922854,Nova Redenção,9118,598151786.967773,129830.090762803,29
4732,2928059,Santa Luzia,12597,892572528.510742,219901.266356467,29
4733,2923035,Novo Horizonte,12385,664114692.879883,124937.881685624,29
4734,2923209,Oliveira dos Brejinhos,21825,3491806462.72412,334095.449231462,29
4735,2923308,Ouriçangas,8564,165096072.583984,58672.2080916234,29
4736,2923357,Ourolândia,17451,1611751455.67041,190177.129555096,29
4737,2923407,Palmas de Monte Alto,21750,2739511791.02588,264494.885134379,29
4738,2923506,Palmeiras,9019,778738532.063477,145385.782899092,29
4739,2923605,Paramirim,21607,1156822145.99121,223846.212397228,29
4740,2923902,Pau Brasil,9831,678167038.536621,168313.685562652,29
4741,2924058,Pé de Serra,13578,626989514.921387,123045.157797155,29
4742,2924108,Pedrão,7347,166827478.567383,63018.508014149,29
4743,2924306,Piatã,17123,1935541926.25146,211254.406006463,29
4744,2924504,Pindaí,16260,674287780.246582,134341.32465757,29
4745,2924603,Pindobaçu,20150,516851072.899414,144559.415094727,29
4746,2924652,Pintadas,10437,679897307.355957,134756.203828946,29
4747,2924702,Piripá,10707,551720140.630371,137258.219041522,29
4748,2924801,Piritiba,24755,1028659975.7832,171084.588089521,29
4749,2924900,Planaltino,9322,1013990646.65283,152357.160142867,29
4750,2925006,Planalto,26265,826819893.658691,161158.495488273,29
4751,2925105,Poções,46871,1006182831.46777,192031.698576014,29
4752,2925253,Ponto Novo,14914,553460718.48291,130312.883758565,29
4753,2925600,Presidente Dutra,15142,242837603.350586,66106.6675237665,29
4754,2925709,Presidente Jânio Quadros,12338,1299279232.41406,196984.798825918,29
4755,2925758,Presidente Tancredo Neves,27719,469894556.925781,131357.93368659,29
4756,2113009,Vitorino Freire,31523,1207961762.20972,231227.491008428,21
4757,2112274,Tufilândia,5840,273920771.304565,103191.611366437,21
4758,2110005,Santa Luzia,72667,4896655603.61792,413647.491232192,21
4759,2109908,Santa Inês,89044,795575188.824219,146919.342495148,21
4760,2100402,Altamira do Maranhão,8128,530674131.113281,138662.414989795,21
4761,3141801,Minas Novas,31484,2000581704.94043,263066.315388944,31
4762,3141900,Minduri,3894,255737028.830078,96241.9979294405,31
4763,3141702,Mesquita,5605,310087186.149414,96417.540784048,31
4764,3304144,Queimados,150319,89667808.8095703,55496.2354217245,33
4765,3303500,Nova Iguaçu,821128,614452506.333008,199389.438746753,33
4766,3142106,Miradouro,10754,347168499.587891,113961.170240185,31
4767,3142205,Miraí,15014,370532365.744141,117406.57494756,31
4768,3142254,Miravânia,4888,647660314.346191,129076.367609798,31
4769,3142304,Moeda,4919,177306893.46875,78063.2229441746,31
4770,3142403,Moema,7517,230286602.898438,97722.2331929275,31
4771,3142502,Monjolos,2220,726743326.34375,205611.359657752,31
4772,3142601,Monsenhor Paulo,8688,252175584.762695,80465.9637514487,31
4773,3302270,Japeri,104768,96394404.5283203,60095.9708685465,33
4774,3142809,Monte Alegre de Minas,21120,2913816772.04395,324406.949170417,31
4775,3142908,Monte Azul,20854,1081530184.67285,233902.826735984,31
4776,3143005,Monte Belo,13166,487827569.889648,117488.637491971,31
4777,3143104,Monte Carmelo,47809,1505091356.46387,285149.359481742,31
4778,3143153,Monte Formoso,4906,423401510.216797,107084.601906793,31
4779,3143203,Monte Santo de Minas,21524,687391924.327148,154127.47720364,31
4780,3143401,Monte Sião,23803,342861797.005859,108026.485208936,31
4781,3143450,Montezuma,8249,1220824585.47461,190658.340534922,31
4782,3143500,Morada Nova de Minas,8863,2332223631.99902,337257.764146717,31
4783,3143609,Morro da Garça,2462,464388693.742188,157891.766175881,31
4784,3143708,Morro do Pilar,3182,538516336.189453,115045.874239275,31
4785,3143807,Munhoz,6029,225928048.475586,91756.5390886732,31
4786,3143906,Muriaé,108763,971736904.024414,239954.353342997,31
4787,3144102,Muzambinho,20569,474963142.582031,122097.794626677,31
4788,3144201,Nacip Raydan,3220,260972941.116211,108547.203253374,31
4789,2708006,Santana do Ipanema,47654,452637747.343018,112113.01943313,27
4790,3144359,Naque,6996,143315842.066406,54060.8918247125,31
4791,3144409,Natércia,4730,220991437.582031,88483.0461146908,31
4792,3144508,Nazareno,8608,394801030.708984,140408.033368983,31
4793,3144607,Nepomuceno,26769,673781720.331055,190642.922265501,31
4794,3144656,Ninheira,10295,1198893610.36816,193524.519862401,31
4795,3144672,Nova Belém,3190,164065331.508789,57847.8024909168,31
4796,3144706,Nova Era,17578,410548099.658203,115486.175714547,31
4797,3144904,Nova Módica,3600,420085496.185547,110026.636552724,31
4798,3145000,Nova Ponte,15545,1253256653.70898,242495.960636097,31
4799,3145059,Nova Porteirinha,7500,131294111.888184,72383.2054120649,31
4800,2600500,Águas Belas,43443,914473815.396973,161819.754161474,26
4801,4322186,Tupanci do Sul,1472,173909611.525391,61879.0736567722,43
4802,4313904,Panambi,43667,635827067.576172,213466.793507281,43
4803,1300706,Boca do Acre,34308,22606300159.2847,885403.789429624,13
4804,1303569,Rio Preto da Eva,33347,5866170006.27917,402784.893067783,13
4805,1200401,Rio Branco,407319,9171100347.16895,750407.735987178,12
4806,1200344,Manoel Urbano,9459,10994157268.3496,843820.459626937,12
4807,4109401,Guarapuava,181504,3897138436.25879,695383.051404524,41
4808,4120606,Prudentópolis,52241,2753465164.16895,544666.311325572,41
4809,4304200,Candelária,31365,1255516338.19727,222492.599233572,43
4810,4309571,Herveiras,3018,156467984.537109,79305.3164512348,43
4811,4311239,Lagoa Bonita do Sul,2903,144770905.175781,71732.2824816119,43
4812,4311254,Lagoão,6452,510648873.888672,143852.413911923,43
4813,4314068,Passa Sete,5702,403329118.279297,115030.188978678,43
4814,1200138,Bujari,10266,3141874492.36084,350908.176957847,12
4815,4320677,Sinimbu,10172,675171992.455078,207779.506237869,43
4816,1200104,Brasiléia,26278,4083066433.55957,519169.757873527,12
4817,4322533,Vale do Sol,11781,435571190.660156,139824.244679517,43
4818,4305306,Chapada,9269,882577753.71875,206893.045890498,43
4819,4301958,Barra Funda,2539,77703574.1621094,58631.5339570878,43
4820,4312955,Nova Boa Vista,1775,120679034.095703,65794.7884021913,43
4821,4313490,Novo Barreiro,4164,158519922.453125,146742.913732929,43
4822,2109007,Porto Franco,23885,1444589564.30713,286415.822122202,21
4823,1721208,Tocantinópolis,22870,1103842553.30518,171233.440314612,17
4824,1700301,Aguiarnópolis,6733,241426993.941406,81076.7601571669,17
4825,2925808,Queimadas,25439,2100894876.07568,280391.050883919,29
4826,2925907,Quijingue,27580,1439810138.93408,207474.920307399,29
4827,2925931,Quixabeira,8972,383632406.362793,109034.400063916,29
4828,2925956,Rafael Jambeiro,22621,1150959417.0166,196622.670402061,29
4829,2928901,São Desidério,33742,16036520394.5176,829936.341967953,29
4830,1712157,Lavandeira,1923,496484213.754883,266175.498756153,17
4831,2926301,Riachão do Jacuípe,33436,1213307708.55078,187722.525540749,29
4832,2926400,Riacho de Santana,35421,3391436145.69385,324806.879376041,29
4833,2926608,Ribeira do Pombal,53807,1305773293.62695,169689.038834861,29
4834,2926657,Ribeirão do Largo,5812,1476044352.98584,205955.369289464,29
4835,2926707,Rio de Contas,12989,1187427631.94678,267737.530566936,29
4836,2926806,Rio do Antônio,15371,833424339.834473,138743.792991733,29
4837,2926905,Rio do Pires,11655,696136444.489746,182487.93252063,29
4838,2927101,Rodelas,9331,2279361209.42822,364663.714433925,29
4839,2927200,Ruy Barbosa,30814,2098362619.21094,322251.504288443,29
4840,2927309,Salinas da Margarida,15667,159411451.834961,55979.9936600965,29
4841,1702703,Aurora do Tocantins,3757,735700291.349121,264242.99487698,17
4842,2927507,Santa Bárbara,20791,364771645.848145,103425.056536985,29
4843,2919553,Luís Eduardo Magalhães,87519,4250699407.96729,407563.495029363,29
4844,2927804,Santa Cruz da Vitória,6315,305951337.638184,121408.40229841,29
4845,2927903,Santa Inês,10631,402825021.482422,104768.392644498,29
4846,2928000,Santaluz,37348,1697843372.70313,240244.928947055,29
4847,2928109,Santa Maria da Vitória,39845,2107078197.61182,271828.502978879,29
4848,2928208,Santana,26614,2024370170.27979,260710.026060563,29
4849,2928307,Santanópolis,8943,234137442.641602,85015.2774843832,29
4850,2928406,Santa Rita de Cássia,28338,6297876096.58838,374927.488663492,29
4851,2928505,Santa Terezinha,10405,760591286.524414,151150.258463572,29
4852,2928802,Santo Estêvão,52850,380261739.666992,97361.465146799,29
4853,2929008,São Félix,14740,109108289.558105,61231.5213607208,29
4854,3145109,Nova Resende,16723,450469325.421875,121946.693955813,31
4855,3145208,Nova Serrana,102693,320950680.96582,101197.238921264,31
4856,4300471,Almirante Tamandaré do Sul,1964,342440769.382813,164661.085144682,43
4857,3145356,Novo Oriente de Minas,10755,832376523.114258,209929.01375216,31
4858,3145372,Novorizonte,5299,295655255.211426,109850.65740377,31
4859,3145406,Olaria,1747,208073608.806641,85037.3168082163,31
4860,3145455,Olhos-d'Água,6096,2312224584.56641,358335.005151551,31
4861,3145505,Olímpio Noronha,2787,63940109.4052734,41248.6362502801,31
4862,3145604,Oliveira,41687,1031269964.32617,214686.558244411,31
4863,3145703,Oliveira Fortes,2133,128720114.526367,76632.1637297572,31
4864,3145802,Onça de Pitangui,3148,280119029.682617,94247.5099742107,31
4865,3145851,Oratórios,4655,101938363.435547,56742.6986863959,31
4866,3145877,Orizânia,8018,139559077.31543,61077.0831958927,31
4867,4305850,Coqueiros do Sul,2306,358337666.480469,124483.468725614,43
4868,3146008,Ouro Fino,33639,626080731.117188,151798.848976666,31
4869,3146107,Ouro Preto,74281,1425255998.77148,277615.04489227,31
4870,3146206,Ouro Verde de Minas,5934,195172456.669922,77278.2718342252,31
4871,3146255,Padre Carvalho,6378,487193279.57959,146624.892755111,31
4872,3146305,Padre Paraíso,20154,598825683.269531,138201.505730743,31
4873,3146404,Paineiras,4486,715967125.649414,224181.189114321,31
4874,3146503,Pains,8283,482545176.705078,135479.660475003,31
4875,3146552,Pai Pedro,6089,908921396.372559,231572.818117895,31
4876,3146602,Paiva,1529,67620704.6523438,45978.8260367646,31
4877,3146701,Palma,6616,366982130.333008,126987.646771132,31
