OBJECTID,Codigo_Municipio,Nome_municipio,Nome_Estado,GR,Pop_Total,Total_Medicos,Medicos_SUS,Medicos_100mil_hab_Ind,Medicos_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
4364,4316733,Santa Cecília do Sul,Rio Grande do Sul,Sul,1639,2,2,122.02562538133,122.02562538133,0.0183291388882481,0.895203421621608
4365,3546108,Santa Clara d'Oeste,São Paulo,Sudeste,2115,2,2,94.5626477541371,94.5626477541371,0.0158425982310177,0.532558756501737
4366,4316758,Santa Clara do Sul,Rio Grande do Sul,Sul,6603,3,2,45.4338936846888,30.2892624564592,0.00808888761844173,0.50140798598632
4367,2411205,Santa Cruz,Rio Grande do Norte,Nordeste,39674,83,82,209.205020920502,206.684478499773,0.0510183128910882,1.28180399329018
4368,2513208,Santa Cruz,Paraíba,Nordeste,6583,2,2,30.3812851283609,30.3812851283609,0.0171831167357368,0.690102182359479
4369,2612455,Santa Cruz,Pernambuco,Nordeste,15398,7,7,45.4604494090142,45.4604494090142,0.102265820440778,1.71134561275455
4370,2927705,Santa Cruz Cabrália,Bahia,Nordeste,27778,14,14,50.3995968032256,50.3995968032256,0.123392871606484,1.67374496266088
4371,2612471,Santa Cruz da Baixa Verde,Pernambuco,Nordeste,12592,3,3,23.8246505717916,23.8246505717916,0.00942307988830748,0.481679133376358
4372,3546207,Santa Cruz da Conceição,São Paulo,Sudeste,4503,0,0,0,0,0.0131408862540638,0.572049949309684
4373,3546256,Santa Cruz da Esperança,São Paulo,Sudeste,2139,2,2,93.5016362786349,93.5016362786349,0.0128856744984773,0.713093938247725
4374,2927804,Santa Cruz da Vitória,Bahia,Nordeste,6315,5,5,79.1765637371338,79.1765637371338,0.0238601116566883,1.06804806189151
4375,3546306,Santa Cruz das Palmeiras,São Paulo,Sudeste,34361,35,29,101.859666482349,84.3980093710893,0.0258036037033662,0.960302643050055
4376,5219209,Santa Cruz de Goiás,Goiás,Centro-Oeste,2855,2,2,70.0525394045534,70.0525394045534,0.0942810432690067,1.47349289685588
4377,3157336,Santa Cruz de Minas,Minas Gerais,Sudeste,8604,4,4,46.4900046490005,46.4900046490005,0.000309948935466764,0.0936368688936116
4378,4123303,Santa Cruz de Monte Castelo,Paraná,Sul,7800,4,4,51.2820512820513,51.2820512820513,0.0389553706389734,1.11740284875321
4379,3157377,Santa Cruz de Salinas,Minas Gerais,Sudeste,4142,4,4,96.5717044905843,96.5717044905843,0.0497922804303812,1.42253230587323
4380,1506401,Santa Cruz do Arari,Pará,Norte,10128,4,4,39.4944707740916,39.4944707740916,0.0874716580786465,1.35997960564071
4381,2612505,Santa Cruz do Capibaribe,Pernambuco,Nordeste,107937,53,40,49.1027173258475,37.0586545855453,0.0274942299926977,0.83375585157104
4382,3157401,Santa Cruz do Escalvado,Minas Gerais,Sudeste,4758,1,1,21.0172341319882,21.0172341319882,0.0223652396039711,0.917432327246246
4383,2209104,Santa Cruz do Piauí,Piauí,Nordeste,6240,3,3,48.0769230769231,48.0769230769231,0.0477408531274364,1.29613694679149
4384,3546405,Santa Cruz do Rio Pardo,São Paulo,Sudeste,47673,65,56,136.345520525245,117.46690999098,0.0980484714849581,2.38221992866451
4385,4316808,Santa Cruz do Sul,Rio Grande do Sul,Sul,130416,463,433,355.017789228316,332.014476751319,0.068333296871856,1.94054201729368
4386,5107743,Santa Cruz do Xingu,Mato Grosso,Centro-Oeste,2564,2,2,78.003120124805,78.003120124805,0.46614621509741,3.47535300740196
4387,2209153,Santa Cruz dos Milagres,Piauí,Nordeste,4019,1,1,24.8818113958696,24.8818113958696,0.0800015144298953,1.74707700398636
4388,3157500,Santa Efigênia de Minas,Minas Gerais,Sudeste,4409,1,1,22.6808800181447,22.6808800181447,0.0113135800489772,0.544907247616183
4389,3546504,Santa Ernestina,São Paulo,Sudeste,5599,3,3,53.5809966065369,53.5809966065369,0.0117123839969508,0.56839790968166
4390,4123402,Santa Fé,Paraná,Sul,12037,5,3,41.5385893495057,24.9231536097034,0.0243415012977266,0.800946021633944
4391,5219258,Santa Fé de Goiás,Goiás,Centro-Oeste,5459,1,1,18.3183733284484,18.3183733284484,0.0985536474256037,2.01989714048393
4392,3157609,Santa Fé de Minas,Minas Gerais,Sudeste,3846,3,3,78.003120124805,78.003120124805,0.247181845930186,3.04857697264808
4393,1718865,Santa Fé do Araguaia,Tocantins,Norte,7512,3,3,39.9361022364217,39.9361022364217,0.137353562520474,1.93394698471036
4394,3546603,Santa Fé do Sul,São Paulo,Sudeste,32322,66,49,204.195284945239,151.599529732071,0.0178550597595404,0.759901860500439
4395,2209203,Santa Filomena,Piauí,Nordeste,6253,3,3,47.9769710538941,47.9769710538941,0.434602462622053,3.76323509648455
4396,2612554,Santa Filomena,Pernambuco,Nordeste,14477,3,3,20.7225253850936,20.7225253850936,0.0825007761266079,1.50045242383769
4397,2109759,Santa Filomena do Maranhão,Maranhão,Nordeste,7773,5,5,64.3252283545607,64.3252283545607,0.0508597693700352,1.12302659084255
4398,3546702,Santa Gertrudes,São Paulo,Sudeste,26898,15,13,55.76622797234,48.3307309093613,0.00862472058759067,0.455716689311802
4399,2109809,Santa Helena,Maranhão,Nordeste,42130,14,14,33.2304770947069,33.2304770947069,0.178467868118098,3.64777748315479
4400,2513307,Santa Helena,Paraíba,Nordeste,5889,1,1,16.9808116827984,16.9808116827984,0.0172021986870732,0.645824167370518
4401,4123501,Santa Helena,Paraná,Sul,26490,23,16,86.8252170630427,60.4001510003775,0.0677446089277964,1.39629652224931
4402,4215554,Santa Helena,Santa Catarina,Sul,2223,1,1,44.9842555105713,44.9842555105713,0.0073809033372072,0.435431208561888
4403,5219308,Santa Helena de Goiás,Goiás,Centro-Oeste,38648,62,59,160.422272821362,152.659904781619,0.0972687199066513,1.87590023360232
4404,3157658,Santa Helena de Minas,Minas Gerais,Sudeste,6366,3,3,47.1253534401508,47.1253534401508,0.0234449692015914,0.753523826700177
4405,2109908,Santa Inês,Maranhão,Nordeste,89044,69,65,77.4897803333184,72.9976191545753,0.0640537800953069,1.31798454641908
4406,2513356,Santa Inês,Paraíba,Nordeste,3595,1,1,27.8164116828929,27.8164116828929,0.0265879687155461,0.838129038467851
4407,2927903,Santa Inês,Bahia,Nordeste,10631,5,5,47.0322641331954,47.0322641331954,0.0316368112820555,0.928937098713368
4408,4123600,Santa Inês,Paraná,Sul,1596,1,1,62.65664160401,62.65664160401,0.0121709057317503,0.597860700892805
4409,3546801,Santa Isabel,São Paulo,Sudeste,57386,51,47,88.8718502770711,81.9015090788694,0.0320685280956923,0.975182673062239
4410,5219357,Santa Isabel,Goiás,Centro-Oeste,3809,3,3,78.7608296140719,78.7608296140719,0.0679088384950433,1.76737659469464
4411,4123709,Santa Isabel do Ivaí,Paraná,Sul,8562,9,9,105.115627189909,105.115627189909,0.0308081709516728,0.93957739183655
4412,1303601,Santa Isabel do Rio Negro,Amazonas,Norte,25156,8,8,31.8015582763555,31.8015582763555,5.10244237937189,18.6250906065731
4413,4123808,Santa Izabel do Oeste,Paraná,Sul,14659,3,2,20.4652431953066,13.6434954635378,0.0289047651617693,1.60297832618429
4414,1506500,Santa Izabel do Pará,Pará,Norte,70801,29,26,40.9598734481151,36.7226451603791,0.0583195457561665,1.10956092359898
4415,3157708,Santa Juliana,Minas Gerais,Sudeste,14003,7,6,49.9892880097122,42.8479611511819,0.0622409829844628,1.25025998149783
4416,3204500,Santa Leopoldina,Espírito Santo,Sudeste,12224,13,13,106.348167539267,106.348167539267,0.062033292780086,1.67232033581244
4417,3546900,Santa Lúcia,São Paulo,Sudeste,8817,1,1,11.3417262107293,11.3417262107293,0.0134409406953182,0.6600567016595
4418,4123824,Santa Lúcia,Paraná,Sul,3813,3,3,78.6782061369001,78.6782061369001,0.0104828055029884,0.66559613941404
4419,2209302,Santa Luz,Piauí,Nordeste,5860,2,2,34.1296928327645,34.1296928327645,0.0975883269036615,1.78697288744665
4420,2110005,Santa Luzia,Maranhão,Nordeste,72667,17,17,23.3943880991372,23.3943880991372,0.394045048355409,3.71008264673059
4421,2513406,Santa Luzia,Paraíba,Nordeste,15382,15,15,97.5165778182291,97.5165778182291,0.0372868220304099,1.05084124750399
4422,2928059,Santa Luzia,Bahia,Nordeste,12597,2,2,15.8767960625546,15.8767960625546,0.0577433204979911,1.75641113220506
4423,3157807,Santa Luzia,Minas Gerais,Sudeste,219134,94,76,42.8961274836401,34.6819754123048,0.0202597744334412,1.19733296556912
4424,1100296,Santa Luzia D'Oeste,Rondônia,Norte,6495,7,7,107.775211701309,107.775211701309,0.0994362482434781,1.79146445868061
4425,2806305,Santa Luzia do Itanhy,Sergipe,Nordeste,14035,3,3,21.375133594585,21.375133594585,0.0269385148495189,1.01163591262008
4426,2707909,Santa Luzia do Norte,Alagoas,Nordeste,7296,2,2,27.4122807017544,27.4122807017544,0.00237687222048066,0.230161300160855
4427,1506559,Santa Luzia do Pará,Pará,Norte,19848,7,7,35.2680370818218,35.2680370818218,0.110218303391559,2.72159555253471
4428,2110039,Santa Luzia do Paruá,Maranhão,Nordeste,25254,10,10,39.5976874950503,39.5976874950503,0.0821731895258253,1.33801283498682
4429,3157906,Santa Margarida,Minas Gerais,Sudeste,16208,8,7,49.3583415597236,43.1885488647581,0.0221338723471263,0.815352915424222
4430,4316972,Santa Margarida do Sul,Rio Grande do Sul,Sul,2562,4,4,156.128024980484,156.128024980484,0.0896462949101533,1.79338690978764
4431,2409332,Santa Maria,Rio Grande do Norte,Nordeste,5551,0,0,0,0,0.0179272873394467,0.585771798615683
4432,4316907,Santa Maria,Rio Grande do Sul,Sul,282123,939,492,332.833551323359,174.392020501696,0.166234252865024,2.77827330707797
4433,2612604,Santa Maria da Boa Vista,Pernambuco,Nordeste,41931,13,13,31.0033149698314,31.0033149698314,0.246504283745338,2.53484321593141
4434,3547007,Santa Maria da Serra,São Paulo,Sudeste,6173,2,2,32.3991576219018,32.3991576219018,0.0221806771771753,1.10301176872099
4435,2928109,Santa Maria da Vitória,Bahia,Nordeste,39845,25,21,62.7431296273058,52.7042288869369,0.165530081761347,2.41305966276126
4436,1506583,Santa Maria das Barreiras,Pará,Norte,21449,5,5,23.3111100750618,23.3111100750618,0.848604268509121,5.73372886092615
4437,3158003,Santa Maria de Itabira,Minas Gerais,Sudeste,10847,2,2,18.4382778648474,18.4382778648474,0.051393238800074,1.54890203130079
4438,3204559,Santa Maria de Jetibá,Espírito Santo,Sudeste,40431,27,18,66.780440750909,44.5202938339393,0.0634990584962907,1.85248514232197
4439,2612703,Santa Maria do Cambucá,Pernambuco,Nordeste,14137,6,6,42.4418193393223,42.4418193393223,0.00755465511056741,0.391840908799214
4440,4316956,Santa Maria do Herval,Rio Grande do Sul,Sul,6331,2,2,31.5905860053704,31.5905860053704,0.0129948211359761,0.648494862469706
4441,4123857,Santa Maria do Oeste,Paraná,Sul,9615,3,3,31.201248049922,31.201248049922,0.075701752496002,2.61657905683421
4442,1506609,Santa Maria do Pará,Pará,Norte,24861,8,6,32.1789147660995,24.1341860745746,0.0371963304041785,0.835994095191367
4443,3158102,Santa Maria do Salto,Minas Gerais,Sudeste,5232,1,1,19.1131498470948,19.1131498470948,0.0372562406839734,0.959188390369038
4444,3158201,Santa Maria do Suaçuí,Minas Gerais,Sudeste,14615,8,8,54.7382825863838,54.7382825863838,0.0533159286952696,1.85798439277701
4445,1718881,Santa Maria do Tocantins,Tocantins,Norte,3434,1,1,29.120559114735,29.120559114735,0.115921958728592,2.45688685164697
4446,3304607,Santa Maria Madalena,Rio de Janeiro,Sudeste,10404,4,3,38.4467512495194,28.8350634371396,0.0709521669183459,1.76393906034577
4447,4123907,Santa Mariana,Paraná,Sul,11724,7,7,59.7065847833504,59.7065847833504,0.0376422277734036,1.13663176736274
4448,3547106,Santa Mercedes,São Paulo,Sudeste,2939,0,0,0,0,0.0145163345374613,0.592302938005531
4449,4123956,Santa Mônica,Paraná,Sul,3981,1,1,25.1193167545843,25.1193167545843,0.0229218326009004,0.706672682753979
4450,2312205,Santa Quitéria,Ceará,Nordeste,43703,10,10,22.8817243667483,22.8817243667483,0.34709623802614,3.85690929648842
4451,2110104,Santa Quitéria do Maranhão,Maranhão,Nordeste,25642,6,6,23.3991108337883,23.3991108337883,0.11676623900442,1.93366584424951
4452,2110203,Santa Rita,Maranhão,Nordeste,37855,20,20,52.8331792365606,52.8331792365606,0.0574717857280405,1.5177155714703
4453,2513703,Santa Rita,Paraíba,Nordeste,136586,101,98,73.9460852503185,71.7496668765467,0.0597640600545617,1.41522253217791
4454,3547403,Santa Rita d'Oeste,São Paulo,Sudeste,2498,0,0,0,0,0.0181207539741308,0.745083213806585
4455,3159209,Santa Rita de Caldas,Minas Gerais,Sudeste,8949,3,3,33.5232986925914,33.5232986925914,0.0439988798519835,1.37429334589146
4456,2928406,Santa Rita de Cássia,Bahia,Nordeste,28338,13,13,45.8747970922436,45.8747970922436,0.498831782744674,3.33536942685289
4457,3159407,Santa Rita de Ibitipoca,Minas Gerais,Sudeste,3425,3,3,87.5912408759124,87.5912408759124,0.0282747861818962,1.03032891960589
4458,3159308,Santa Rita de Jacutinga,Minas Gerais,Sudeste,4884,7,7,143.325143325143,143.325143325143,0.0368398314931255,1.20839534344691
4459,3159357,Santa Rita de Minas,Minas Gerais,Sudeste,7212,3,3,41.5973377703827,41.5973377703827,0.00587836296239175,0.391037363276865
4460,5219407,Santa Rita do Araguaia,Goiás,Centro-Oeste,8756,2,2,22.8414801279123,22.8414801279123,0.115194964266379,3.39713780530774
4461,3159506,Santa Rita do Itueto,Minas Gerais,Sudeste,5489,3,3,54.6547640736017,54.6547640736017,0.0417221811041486,1.23944425785685
4462,5219456,Santa Rita do Novo Destino,Goiás,Centro-Oeste,3343,0,0,0,0,0.0802926910240558,2.34923107282657
4463,5007554,Santa Rita do Pardo,Mato Grosso do Sul,Centro-Oeste,7851,5,5,63.6861546299834,63.6861546299834,0.534495621873702,5.04954729389173
4464,3547502,Santa Rita do Passa Quatro,São Paulo,Sudeste,27557,32,25,116.122945168197,90.7210509126538,0.0658116331056249,1.44232273617177
4465,3159605,Santa Rita do Sapucaí,Minas Gerais,Sudeste,43260,45,30,104.022191400832,69.3481276005548,0.0309202328305673,1.12139935306345
4466,1718899,Santa Rita do Tocantins,Tocantins,Norte,2365,0,0,0,0,0.27088185004709,3.11827666503381
4467,5107768,Santa Rita do Trivelato,Mato Grosso,Centro-Oeste,3429,3,3,87.4890638670166,87.4890638670166,0.395859659110329,4.23402597332607
4468,4317202,Santa Rosa,Rio Grande do Sul,Sul,73254,133,122,181.560051328255,166.543806481557,0.0448788236574273,1.47158159563273
4469,3159704,Santa Rosa da Serra,Minas Gerais,Sudeste,3350,2,2,59.7014925373134,59.7014925373134,0.0244777512307337,1.07433555865801
4470,5219506,Santa Rosa de Goiás,Goiás,Centro-Oeste,2319,2,2,86.244070720138,86.244070720138,0.0138588377633369,0.617695581361781
4471,2806503,Santa Rosa de Lima,Sergipe,Nordeste,3913,2,2,51.1116790186558,51.1116790186558,0.00559117713973478,0.431050557391943
4472,4215604,Santa Rosa de Lima,Santa Catarina,Sul,2142,1,1,46.6853408029879,46.6853408029879,0.0185336165120589,0.875898723849584
4473,3547601,Santa Rosa de Viterbo,São Paulo,Sudeste,26540,30,24,113.036925395629,90.4295403165034,0.0251528656995106,0.794871303141989
4474,2209377,Santa Rosa do Piauí,Piauí,Nordeste,5257,3,3,57.0667681186989,57.0667681186989,0.0278293630674966,0.974686587571504
4475,1200435,Santa Rosa do Purus,Acre,Norte,6540,5,5,76.4525993883792,76.4525993883792,0.505913308439915,7.0935344448566
4476,4215653,Santa Rosa do Sul,Santa Catarina,Sul,8358,5,5,59.8229241445322,59.8229241445322,0.0140008177763775,0.549569192112931
4477,1718907,Santa Rosa do Tocantins,Tocantins,Norte,4829,2,2,41.4164423276041,41.4164423276041,0.148788006941118,2.30333513174616
4478,3547650,Santa Salete,São Paulo,Sudeste,1545,0,0,0,0,0.00684690134107768,0.442437529963404
4479,3204609,Santa Teresa,Espírito Santo,Sudeste,23590,72,64,305.214073760068,271.301398897838,0.0589310295938503,1.52064789122651
4480,2513802,Santa Teresinha,Paraíba,Nordeste,4573,2,2,43.7349661054013,43.7349661054013,0.0292980288230353,0.790408547710644
4481,4317251,Santa Tereza,Rio Grande do Sul,Sul,1729,1,1,57.8368999421631,57.8368999421631,0.00686049962132529,0.494348896902807
4482,5219605,Santa Tereza de Goiás,Goiás,Centro-Oeste,3355,1,1,29.806259314456,29.806259314456,0.0663560393072657,1.66721098624269
4483,4124020,Santa Tereza do Oeste,Paraná,Sul,10139,4,4,39.4516224479732,39.4516224479732,0.0291780946693052,1.17869200273529
4484,1719004,Santa Tereza do Tocantins,Tocantins,Norte,2866,1,1,34.8918353105373,34.8918353105373,0.0445622683917009,1.11796503522267
4485,2612802,Santa Terezinha,Pernambuco,Nordeste,11815,9,9,76.1743546339399,76.1743546339399,0.0164082757400479,0.595953588454506
4486,2928505,Santa Terezinha,Bahia,Nordeste,10405,6,6,57.6645843344546,57.6645843344546,0.0598676873579791,1.33885901078699
4487,4215679,Santa Terezinha,Santa Catarina,Sul,8787,2,2,22.7608967793331,22.7608967793331,0.0648504828359364,1.43552799191482
4488,5107776,Santa Terezinha,Mato Grosso,Centro-Oeste,8371,3,3,35.8380121849241,35.8380121849241,0.533809453077708,4.9822118597053
4489,5219704,Santa Terezinha de Goiás,Goiás,Centro-Oeste,8744,3,3,34.3092406221409,34.3092406221409,0.100722774724773,3.11365192344392
4490,4124053,Santa Terezinha de Itaipu,Paraná,Sul,23465,11,10,46.8783294268059,42.6166631152781,0.0232815646884319,0.734828103877166
4491,4215687,Santa Terezinha do Progresso,Santa Catarina,Sul,2428,2,2,82.3723228995058,82.3723228995058,0.0107646733840738,0.633076188766869
4492,1720002,Santa Terezinha do Tocantins,Tocantins,Norte,2529,2,2,79.0826413602214,79.0826413602214,0.0220457415428541,0.817360172790682
4493,3159803,Santa Vitória,Minas Gerais,Sudeste,19742,16,15,81.045486779455,75.980143855739,0.257502236372147,2.97859225023465
4494,4317301,Santa Vitória do Palmar,Rio Grande do Sul,Sul,29676,32,24,107.831244102979,80.8734330772341,0.506732909606967,4.84967857151526
4495,2928000,Santaluz,Bahia,Nordeste,37348,30,28,80.3255863767805,74.9705472849952,0.134391909933669,2.1412291575421
4496,1600600,Santana,Amapá,Norte,121364,67,65,55.2058270986454,53.5578919613724,0.125211115839131,2.25910916875637
4497,2928208,Santana,Bahia,Nordeste,26614,11,11,41.3316299691892,41.3316299691891,0.159131160620461,2.31259233574864
4498,4317004,Santana da Boa Vista,Rio Grande do Sul,Sul,8098,4,4,49.3949123240306,49.3949123240306,0.133914945060496,2.765555294274
4499,3547205,Santana da Ponte Pensa,São Paulo,Sudeste,1487,1,1,67.2494956287828,67.2494956287828,0.011230148123218,0.560615573775907
4500,3158300,Santana da Vargem,Minas Gerais,Sudeste,7100,10,10,140.845070422535,140.845070422535,0.0150071186384366,0.829895044334618
4501,3158409,Santana de Cataguases,Minas Gerais,Sudeste,3872,0,0,0,0,0.0140546256669154,0.743088066701353
4502,2513505,Santana de Mangueira,Paraíba,Nordeste,5162,3,3,58.1170089112747,58.1170089112747,0.0329551685614717,0.99055206627791
4503,3547304,Santana de Parnaíba,São Paulo,Sudeste,139447,209,202,149.877731324446,144.857903002574,0.0159015609549442,0.813222724954633
4504,3158508,Santana de Pirapama,Minas Gerais,Sudeste,7642,5,5,65.4278984559016,65.4278984559016,0.107697691515057,2.63744496352206
4505,2312007,Santana do Acaraú,Ceará,Nordeste,32452,10,8,30.814741772464,24.6517934179712,0.0788891508246081,1.43992580271137
4506,1506708,Santana do Araguaia,Pará,Norte,72817,18,17,24.7195023140201,23.3461966299079,0.954086591817969,5.34102694910638
4507,2312106,Santana do Cariri,Ceará,Nordeste,17700,7,7,39.5480225988701,39.5480225988701,0.0700478960674218,1.38660515542342
4508,3158607,Santana do Deserto,Minas Gerais,Sudeste,3976,4,4,100.603621730382,100.603621730382,0.0159684244143818,0.916096908048248
4509,3158706,Santana do Garambéu,Minas Gerais,Sudeste,2458,1,1,40.6834825061025,40.6834825061025,0.0177162345844977,1.00951235079622
4510,2708006,Santana do Ipanema,Alagoas,Nordeste,47654,42,36,88.1353086834264,75.5445503000797,0.0360403196587527,1.00274253205609
4511,4124004,Santana do Itararé,Paraná,Sul,4992,2,2,40.0641025641026,40.0641025641026,0.0222539612715309,0.858631238705483
4512,3158805,Santana do Jacaré,Minas Gerais,Sudeste,4821,2,2,41.4851690520639,41.4851690520639,0.00921602130335941,0.599800562154904
4513,3158904,Santana do Manhuaçu,Minas Gerais,Sudeste,8674,3,3,34.5861194373991,34.5861194373991,0.0299945285069612,1.00430362122982
4514,2110237,Santana do Maranhão,Maranhão,Nordeste,13386,3,3,22.4114746750336,22.4114746750336,0.0758329895811727,1.50177578726298
4515,2411403,Santana do Matos,Rio Grande do Norte,Nordeste,12791,8,8,62.543976233289,62.543976233289,0.116399511793148,1.90354321175145
4516,2708105,Santana do Mundaú,Alagoas,Nordeste,10740,3,3,27.9329608938547,27.9329608938547,0.0185406245467163,0.687356238213913
4517,3158953,Santana do Paraíso,Minas Gerais,Sudeste,34663,10,8,28.8492052043966,23.0793641635173,0.0237407466680111,0.942074706456723
4518,2209351,Santana do Piauí,Piauí,Nordeste,4634,1,1,21.5796288303841,21.5796288303841,0.00908770559118466,0.617910769061403
4519,3159001,Santana do Riacho,Minas Gerais,Sudeste,4295,4,4,93.1315483119907,93.1315483119907,0.0581691788900116,1.69203588841938
4520,2806404,Santana do São Francisco,Sergipe,Nordeste,7780,3,3,38.560411311054,38.560411311054,0.0037225760693218,0.254306625996849
4521,2411429,Santana do Seridó,Rio Grande do Norte,Nordeste,2680,3,3,111.940298507463,111.940298507463,0.0154094101036577,0.636708573163653
4522,2513604,Santana dos Garrotes,Paraíba,Nordeste,7031,2,2,28.4454558384298,28.4454558384298,0.028978461294372,0.772004332683823
4523,3159100,Santana dos Montes,Minas Gerais,Sudeste,3777,2,2,52.952078369076,52.952078369076,0.0170532591500319,0.84708845153801
4524,2928307,Santanópolis,Bahia,Nordeste,8943,2,2,22.3638600022364,22.3638600022364,0.0184830068378972,0.751762609606828
4525,1506807,Santarém,Pará,Norte,304589,248,233,81.421193805423,76.4965248252563,1.45570755669298,7.68369876598094
4526,1506906,Santarém Novo,Pará,Norte,6709,0,0,0,0,0.0186477027554233,0.764021849194097
4527,4317400,Santiago,Rio Grande do Sul,Sul,49425,88,70,178.047546788063,141.628730399595,0.2238134350481,3.45398083627243
4528,4215695,Santiago do Sul,Santa Catarina,Sul,1260,1,1,79.3650793650794,79.3650793650794,0.00669232488507987,0.48144659727039
4529,5107263,Santo Afonso,Mato Grosso,Centro-Oeste,3146,0,0,0,0,0.0984286428392238,2.79896815317039
4530,2928604,Santo Amaro,Bahia,Nordeste,60069,38,30,63.2605836621219,49.9425660490436,0.0407027668682929,1.3759648142741
4531,4215703,Santo Amaro da Imperatriz,Santa Catarina,Sul,23245,26,21,111.852011185201,90.3420090342009,0.0314894116108917,1.12355400357478
4532,2806602,Santo Amaro das Brotas,Sergipe,Nordeste,12102,5,5,41.3154850437944,41.3154850437944,0.0195875591881247,0.887664686616001
4533,2110278,Santo Amaro do Maranhão,Maranhão,Nordeste,15846,3,3,18.9322226429383,18.9322226429383,0.130214358042771,2.08620942755518
4534,3547700,Santo Anastácio,São Paulo,Sudeste,20878,7,6,33.5281157198965,28.7383849027685,0.0483652360403539,1.61964888454335
4535,2513851,Santo André,Paraíba,Nordeste,2521,1,1,39.6667988893296,39.6667988893296,0.0161873705586117,0.679834517150103
4536,3547809,Santo André,São Paulo,Sudeste,718773,2987,1726,415.569310477717,240.131446228503,0.0155655220571589,1.16500392922492
4537,4317509,Santo Ângelo,Rio Grande do Sul,Sul,77593,166,108,213.936824198059,139.187813333677,0.0625718275764484,1.95703919565524
4538,2411502,Santo Antônio,Rio Grande do Norte,Nordeste,24136,35,35,145.011600928074,145.011600928074,0.0246065951219521,0.786130980388173
4539,3547908,Santo Antônio da Alegria,São Paulo,Sudeste,6929,9,9,129.888872853226,129.888872853226,0.0269734234893804,0.956331555424071
4540,5219712,Santo Antônio da Barra,Goiás,Centro-Oeste,4821,3,3,62.2277535780958,62.2277535780958,0.0384272859995463,1.06461551578118
4541,4317608,Santo Antônio da Patrulha,Rio Grande do Sul,Sul,42894,42,27,97.9157924185201,62.9458665547629,0.0980270158061103,1.80743456593173
4542,4124103,Santo Antônio da Platina,Paraná,Sul,45993,66,38,143.500097840976,82.6212684538952,0.0636824484490717,1.85939430700773
4543,4317707,Santo Antônio das Missões,Rio Grande do Sul,Sul,10175,3,3,29.4840294840295,29.4840294840295,0.157668353846361,2.69288899452381
4544,5219738,Santo Antônio de Goiás,Goiás,Centro-Oeste,6283,2,2,31.8319274232055,31.8319274232055,0.0112391774349589,0.557923004667838
4545,2928703,Santo Antônio de Jesus,Bahia,Nordeste,101512,162,124,159.587043896288,122.153045945307,0.0218092452195719,0.797995052294423
4546,2209401,Santo Antônio de Lisboa,Piauí,Nordeste,6415,2,2,31.1769290724864,31.1769290724864,0.0315110997676982,1.14333855817822
4547,3304706,Santo Antônio de Pádua,Rio de Janeiro,Sudeste,42479,49,35,115.351114668424,82.3936533345889,0.0526322063615794,1.52672280019124
4548,3548005,Santo Antônio de Posse,São Paulo,Sudeste,23310,11,10,47.1900471900472,42.9000429000429,0.013536906991817,0.704762997305448
4549,3159902,Santo Antônio do Amparo,Minas Gerais,Sudeste,18525,19,18,102.564102564103,97.165991902834,0.0424467899041474,1.15372366146797
4550,3548054,Santo Antônio do Aracanguá,São Paulo,Sudeste,8420,5,5,59.3824228028504,59.3824228028504,0.113571230613161,1.85665363869215
4551,3160009,Santo Antônio do Aventureiro,Minas Gerais,Sudeste,3602,3,3,83.2870627429206,83.2870627429206,0.0176390854001625,0.873602623660701
4552,4124202,Santo Antônio do Caiuá,Paraná,Sul,2641,0,0,0,0,0.0192530504137949,0.597905838626416
4553,5219753,Santo Antônio do Descoberto,Goiás,Centro-Oeste,74744,36,32,48.1644011559456,42.8128010275072,0.0797466058472764,1.83992295869188
4554,3160108,Santo Antônio do Grama,Minas Gerais,Sudeste,3911,2,2,51.1378164152391,51.1378164152391,0.0112625557950992,0.640532643669766
4555,1303700,Santo Antônio do Içá,Amazonas,Norte,21602,10,10,46.2920099990742,46.2920099990742,1.00604991999158,8.23298307791049
4556,3160207,Santo Antônio do Itambé,Minas Gerais,Sudeste,3838,1,1,26.0552371026576,26.0552371026576,0.026153319170362,0.911364298495694
4557,3160306,Santo Antônio do Jacinto,Minas Gerais,Sudeste,11640,4,4,34.3642611683849,34.3642611683849,0.0426338306830303,1.38606708726905
4558,3548104,Santo Antônio do Jardim,São Paulo,Sudeste,5954,5,5,83.9771582129661,83.9771582129661,0.00962503807022586,0.469330104316537
4559,5107792,Santo Antônio do Leste,Mato Grosso,Centro-Oeste,5174,2,2,38.6548125241593,38.6548125241593,0.285838537399798,3.12376121831308
4560,5107800,Santo Antônio do Leverger,Mato Grosso,Centro-Oeste,16628,10,9,60.1395236949723,54.1255713254751,0.993073857286049,6.94036937512769
4561,3160405,Santo Antônio do Monte,Minas Gerais,Sudeste,28243,33,27,116.843111567468,95.598909464292,0.0972269583984939,2.23071821125931
4562,4317558,Santo Antônio do Palma,Rio Grande do Sul,Sul,2128,1,1,46.9924812030075,46.9924812030075,0.011620569759657,0.571981827560341
4563,4124301,Santo Antônio do Paraíso,Paraná,Sul,2106,0,0,0,0,0.0146747026378762,0.962804505077747
4564,3548203,Santo Antônio do Pinhal,São Paulo,Sudeste,6811,5,5,73.4106592277199,73.4106592277199,0.0117007246592493,0.584383988158219
